Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-51,0,518.98,90,1,1,4.06,2
-51,0,518.34,90,1,1,4.13,2
-51,0,518.34,90,1,1,4.29,2
-51,0,517.44,90,1,1,4.26,2
-51,0,516.71,90,1,1,4.31,2
-51,0,516.87,90,1,1,4.27,3
-51,0,517.18,90,1,1,4.3,3
-51,6.410007477,743.85,89.95,1,1,4.53,3
-55,0,3694.4,90,1,1,8.04,3
-51,20.81002045,954.82,90,1,1,4.27,2
-51,0,1116.57,90,1,1,4.54,4
-67,0,3837.31,90,1,1,5.33,2
-51,29.39006042,418.3,90,1,1,6.56,4
-67,0,2063.71,90,1,0,4.18,4
-55,7.460026741,1423.38,90,1,1,6.31,4
-63,8.311179161,631.43,90,1,1,4.42,1
-51,0,472.12,90,1,1,4.39,3
-51,0,470.29,90,1,1,4.02,3
-51,28.60069847,496.16,90,1,1,6.13,4
-51,37.08000183,836.19,90,1,1,4.82,2
-59,30.32094955,951.51,90,1,1,4.74,4
-51,18.87009621,1071.93,90,1,1,7.03,3
-51,0,526.97,90,1,1,4.32,3
-51,20.59002113,938.03,90,1,1,3.8,3
-51,37.34026337,549.5,90,1,1,4.4,4
-51,40.61001968,1161.04,90,1,1,4.83,3
-63,38.47015762,1848.75,90,1,1,4.26,3
-55,40.09015274,6254.73,90,1,1,4.87,3
-51,24.63012886,744.42,90,1,1,4.43,4
-51,31.75001526,4726.83,90,1,1,4.12,4
-51,35.11011505,1254.15,90,1,1,5.02,3
-51,36.24020004,335.34,90,1,1,8.27,4
-51,39.96084595,3411.21,90,1,1,4.16,1
-51,21.04068756,1979.47,90,1,1,3.94,2
-51,36.00000381,2479.72,90,1,1,5.54,3
-59,41.64011765,2595.59,90,1,1,3.97,3
-107,42.08000183,1534.6,90,1,1,3.8,2
-71,40.77003098,672.84,90,1,1,5.45,3
-55,41.24039459,2209.5,90,1,1,4.2,3
-67,41.1622467,1299.31,90,1,1,4.14,3
-63,30.64002609,2048.2,90,1,1,7.32,3
-51,4.860000134,507.12,90,1,1,4.66,4
-51,14.36001396,573.06,90,1,1,4,3
-51,0,190.53,90,1,1,4.02,4
-51,7.000349998,782.16,90,1,1,4.24,4
-51,0,463.04,90,1,1,3.98,3
-51,0,462.99,90,1,1,3.96,2
-51,0,463.09,90,1,1,3.87,3
-51,0,463.01,90,1,1,3.99,3
-51,8.540005684,274.39,90,1,1,5.83,4
-51,33.13005447,684.16,90,1,1,3.91,4
-51,52.22006226,1095.09,90,1,1,5.24,3
-51,61.06000137,462.03,90,1,1,8.23,4
-51,24.0700016,463.81,90,1,1,4.58,3
-59,22.66000938,356.95,90,1,1,4.05,3
-51,33.08110428,401.73,90,1,1,4.49,4
-51,50.00032425,640.63,90,1,1,4.71,3
-65,2.130000114,564.63,60,1,1,3.77,4
-51,14.84194088,609.8,90,1,1,6.46,3
-73,0,63.27,60,1,1,3.82,3
-51,25.51012611,1382.79,90,1,1,5.59,2
-69,0.3400000036,171.27,60,1,1,3.64,1
-51,46.63031006,858.01,90,1,1,4.06,3
-55,34.57376099,2447.29,90,1,1,3.75,4
-53,43.81022644,611.26,90,1,1,4.51,3
-51,44.49023438,1301.23,90,1,1,6.19,4
-51,37.64331818,542.28,90,1,1,3.6,3
-51,49.89449692,564.15,90,1,1,4.17,4
-53,48.72000885,1331.49,90,1,1,4.02,4
-51,48.72000885,9254.87,90,1,1,6.59,3
-51,26.44572067,413.85,90,1,1,4.07,3
-53,9.084326744,223.4,90,1,1,4.81,4
-53,27.31041145,1011.82,90,1,1,4.5,4
-51,31.69098663,1254.9,90,1,1,4.8,4
-51,31.69098663,9172,90,1,1,5.7,3
-67,41.48048019,1876.79,90,1,1,0,3
-51,41.48048019,7121.8,90,1,1,5.84,2
-57,41.53009796,1102.99,90,1,1,4.26,2
-65,37.39034271,669.26,90,1,1,3.83,1
-55,41.01053619,2339.58,90,1,1,3.08,2
-81,7.760000229,2701.33,60,1,1,4.7,1
-87,9.399999619,397.21,60,1,1,3.8,3
-51,39.37001801,848.87,90,1,1,2.96,1
-55,36.27344513,4653.97,90,1,1,7.38,3
-55,13.69187355,1009.92,90,1,1,6.12,1
-51,12.38351345,790.61,90,1,1,3.4,2
-51,8.590000153,153.9,90,1,1,3.38,2
-55,25.2281456,2611.87,90,1,1,3.96,2
-87,8.68999958,468.84,60,1,1,0,4
-105,0,1460.38,60,1,2,0.65,4
-96,3.970000029,1561.41,60,1,2,0.43,4
-53,67.57552338,2385.6,90,1,1,3.89,1
-53,53.83003616,1073.69,90,1,1,3.85,3
-57,52.35038376,1040.16,90,1,1,3.8,3
-53,38.48010254,1334.07,90,1,1,4.85,1
-87,16.11226273,615.58,90,1,1,4.03,2
-80,16.06999969,320.09,60,1,2,0.48,4
-87,3.049999952,593.53,60,1,2,0.55,4
-69,0,314.06,90,1,1,2.84,2
-76,9.289999962,417.93,60,1,2,0.4,4
-88,3.150000095,268.03,60,1,2,1.06,4
-57,7.140252113,158.9,90,1,1,3.76,2
-87,9.43999958,449.42,60,1,2,0.62,4
-59,2.593067646,190.85,90,1,1,3.87,2
-57,1.843285084,200.44,90,1,1,3.46,1
-61,1.90168345,174.77,90,1,1,3.56,4
-59,0.5510898829,224.95,90,1,1,4.07,3
-57,7.850025177,266.91,90,1,1,3.72,3
-71,12.13003731,411.25,90,1,1,3.56,2
-67,26.12161064,282.15,90,1,1,3.6,2
-69,33.75021362,329.43,90,1,1,4.46,3
-53,33.47999954,365.73,90,1,1,4.45,3
-51,47.54001999,1062.44,90,1,1,3.78,1
-51,48.11037827,1031,90,1,1,3.42,3
-51,53.86000824,1238.16,90,1,1,4.13,4
-55,58.66377258,257.76,90,1,1,4.08,1
-51,66.94000244,451.24,90,1,1,5.46,2
-61,71.73999786,2082.67,90,1,1,3.78,2
-51,71.62076569,578.83,90,1,1,3.6,2
-51,65.84229279,736.1,90,1,1,4.37,4
-51,71.70062256,1956.32,90,1,1,3.66,2
-53,75.46051788,1692.03,90,1,1,4.15,3
-51,81.25141907,618.68,90,1,1,4.07,1
-67,0,114.07,60,1,1,4.42,1
-55,40.68024063,1304.16,90,1,1,3.61,4
-77,11.86999989,337.87,60,1,1,3.91,4
-51,44.48001862,143.79,90,1,1,4.28,4
-59,9.680000305,67.29,60,1,1,3.58,1
-57,37.96025467,153.1,90,1,1,4.73,1
-79,0,336.76,60,1,1,3.98,3
-65,11.02000046,116.71,60,1,1,4.31,1
-53,37.96025467,4466.74,90,1,1,7.95,1
-57,37.96025467,4466.74,90,1,1,4.7,2
-57,37.96025467,5564.89,90,1,1,3.97,1
-89,37.96025467,5564.89,90,1,1,5.4,4
-91,37.96025467,5564.89,90,1,1,3.58,1
-91,37.96025467,5564.89,90,1,1,3.6,3
-89,37.96025467,5564.89,90,1,1,3.69,2
-73,23.15999985,301.64,60,1,1,3.74,1
-91,37.96025467,5564.89,90,1,1,3.87,4
-69,0,405.42,60,1,1,3.61,2
-85,3.420000076,137.03,60,1,2,0.5,4
-89,37.96025467,5564.89,90,1,1,3.55,1
-73,14.52999973,2329.88,60,1,1,3.63,3
-95,7.159999847,1049.72,60,1,2,0.63,4
-89,37.96025467,4942.61,90,1,1,4.14,4
-61,11.18999958,252.74,60,1,1,3.86,4
-94,7.010000229,448.77,60,1,2,0.67,4
-89,37.96025467,5564.89,90,1,1,3.94,2
-86,17.14999962,281.56,60,1,2,0.4,4
-67,1.50999999,495.65,60,1,1,3.6,4
-89,37.96025467,5564.89,90,1,1,3.44,1
-95,16.44000053,147.64,60,1,2,0.43,4
-81,5.71999979,212.69,60,1,1,3.76,4
-89,37.96025467,5564.89,90,1,1,3.73,1
-80,5.070000172,335.02,60,1,2,0.55,4
-89,37.96025467,4942.61,90,1,1,4.1,2
-89,37.96025467,5564.89,90,1,1,3.89,4
-65,5.980000019,588.51,60,1,1,4.68,4
-87,37.96025467,5564.89,90,1,1,3.76,2
-51,0,93.98,90,1,1,3.85,2
-53,0,503.21,90,1,1,4.18,2
-51,0,302.89,90,1,1,4.13,2
-51,0,297.65,90,1,1,3.98,4
-71,1.065316796,542.43,90,1,1,3.37,2
-75,2.862114668,473.59,90,1,1,3.83,4
-79,1.700264692,395.79,90,1,1,3.9,1
-71,1.510529637,460.88,90,1,1,3.93,2
-67,0,506.86,90,1,1,3.9,4
-69,0,506.62,90,1,1,3.63,2
-81,3.75,133.55,60,1,1,0,4
-69,0,507.1,90,1,1,3.62,1
-67,0,506.39,90,1,1,3.62,1
-67,0,506.36,90,1,1,4.53,3
-67,0,506.58,90,1,1,3.6,1
-77,1.090000033,101.95,60,1,1,4.23,3
-67,0,506.65,90,1,1,4.09,3
-75,0,124.22,60,1,1,0,4
-75,0,60.41,60,1,1,4.45,3
-67,0,506.47,90,1,1,3.5,2
-87,12.52000046,2399.2,60,1,1,3.82,3
-67,0,505.9,90,1,1,3.47,2
-84,3.529999971,281.16,60,1,2,0.6,4
-67,0,505.82,90,1,1,3.69,2
-77,4.300000191,118.51,60,1,1,3.7,3
-86,0,120.92,60,1,2,0.76,4
-65,0,505.75,90,1,1,3.46,2
-103,7.940000057,257.24,60,1,2,0.63,4
-69,0.3801315725,504.95,90,1,1,3.54,2
-69,3,66.81,60,1,1,4.65,3
-75,0,124.22,60,1,1,0,4
-85,7.400000095,460.99,60,1,2,0.64,4
-63,0,497.71,90,1,1,3.46,2
-71,7.369999886,2336.62,60,1,1,4.19,3
-82,4.929999828,114.06,60,1,2,0.56,4
-73,0,498.11,90,1,1,3.71,1
-83,9.380000114,497.93,60,1,1,4.4,3
-75,0,497.34,90,1,1,3.43,3
-65,0.400000006,2787.57,60,1,1,3.66,3
-75,0,497.05,90,1,1,3.48,2
-110,0,573.13,60,1,2,0.75,4
-95,13.25,1912.27,60,1,1,0,4
-75,0,496.92,90,1,1,3.87,2
-71,0.9399999976,137.93,60,1,1,4.14,3
-75,0,496.64,90,1,1,3.42,4
-65,6.610000134,371.9,60,1,1,4.02,3
-75,0,496.09,90,1,1,3.63,3
-81,0.200000003,591.89,60,1,1,3.9,3
-75,0,496.34,90,1,1,3.47,1
-73,0,496.28,90,1,1,3.3,1
-85,21.25,2761.99,60,1,1,0,4
-75,0,496.24,90,1,1,3.66,1
-75,0,496.26,90,1,1,3.49,1
-106,11.15999985,488.86,60,1,2,0.51,4
-75,0,496.19,90,1,1,3.41,4
-73,0,496.02,90,1,1,3.48,2
-63,0,496.01,90,1,1,3.2,2
-85,0,4036.09,60,1,1,0,4
-81,6.320000172,211.2,60,1,2,0.66,4
-73,0,495.97,90,1,1,3.33,2
-73,0,495.98,90,1,1,3.67,2
-75,0,495.68,90,1,1,3.58,4
-73,0,258.63,60,1,2,0.58,4
-75,0,495.47,90,1,1,3.38,2
-73,0,259.55,60,1,2,0.61,4
-75,0,495.46,90,1,1,3.83,2
-73,0,259.73,60,1,2,0.64,4
-75,0,495.37,90,1,1,3.84,4
-77,0,255.11,60,1,2,0.59,4
-77,0,495.03,90,1,1,3.39,3
-79,2.569999933,571.77,60,1,1,3.63,3
-67,0,495.47,90,1,1,3.52,2
-63,10.73999977,213.61,60,1,1,3.74,1
-63,0,495.83,90,1,1,3.63,2
-67,10.68999958,134.08,60,1,1,4.36,1
-63,0,496.13,90,1,1,3.51,2
-75,0,496.58,90,1,1,3.71,2
-73,0,496.66,90,1,1,3.53,2
-73,0,496.42,90,1,1,3.24,4
-63,0,496.43,90,1,1,3.57,1
-73,0,496.52,90,1,1,3.48,1
-75,0,496.55,90,1,1,3.3,1
-75,0,496.65,90,1,1,3.87,2
-75,0,496.77,90,1,1,3.5,2
-63,0,496.51,90,1,1,3.65,2
-73,0,496.39,90,1,1,3.98,4
-75,0,496.38,90,1,1,3.27,3
-87,1.970000029,175.18,60,1,1,4.1,1
-65,0,496.28,90,1,1,3.35,1
-75,0,496.39,90,1,1,3.85,2
-71,0,496.44,90,1,1,3.71,2
-63,0,496.38,90,1,1,3.42,2
-75,0,496.43,90,1,1,3.4,1
-75,0,496.49,90,1,1,3.54,2
-103,0.7400000095,1413.3,60,1,2,0.46,4
-63,0,496.43,90,1,1,3.6,2
-86,8.020000458,97.82,60,1,2,0.39,4
-73,0,496.36,90,1,1,3.56,1
-91,1.429999948,503.44,60,1,2,0.45,4
-71,0,496.49,90,1,1,3.53,2
-83,1.49000001,81.49,60,1,2,0.7,4
-73,0,496.4,90,1,1,2.96,3
-93,0,214.42,60,1,2,0.56,4
-63,0,496.56,90,1,1,3.53,2
-85,5.559999943,207.06,60,1,2,0.96,4
-71,0,496.84,90,1,1,3.61,2
-71,0,496.82,90,1,1,3.4,2
-86,14.56999969,125.86,60,1,2,0.77,4
-71,0,496.82,90,1,1,3.56,2
-73,0,496.79,90,1,1,3.6,2
-69,0,496.76,90,1,1,3.3,4
-73,16.37000084,135.32,60,1,1,4.2,1
-71,0,496.72,90,1,1,3.69,2
-81,7.71999979,516.84,60,1,1,3.73,2
-61,0,496.65,90,1,1,3.64,2
-81,7.139999866,456.01,60,1,1,3.65,3
-61,0,496.58,90,1,1,3.45,1
-67,5.570000172,447.95,60,1,1,3.81,3
-71,0,496.42,90,1,1,3.69,3
-77,9.31000042,74.38,60,1,1,4.8,1
-71,0,496.45,90,1,1,3.42,2
-77,11.11999989,115.18,60,1,1,4.96,3
-75,0,496.49,90,1,1,3.23,1
-73,0,496.43,90,1,1,3.78,2
-71,0,496.43,90,1,1,3.21,1
-71,0,496.43,90,1,1,3.2,4
-69,0,496.46,90,1,1,3.8,4
-71,0,496.46,90,1,1,3.47,2
-73,0,496.42,90,1,1,3.39,1
-81,0,594.09,90,1,1,3.69,2
-71,2.983286619,452.88,90,1,1,3.3,1
-75,1.309999943,559.8,90,1,1,3.66,3
-67,1.541168332,669.26,90,1,1,3.67,2
-65,2.181857109,311.27,90,1,1,3.47,2
-83,10.03999996,4947.63,60,1,0,0,4
-51,3.359999895,367,90,1,1,3.85,3
-95,13.51000023,691.75,60,1,2,0.46,4
-75,16.40999985,886.45,60,1,1,3.95,3
-55,5.018974304,297.36,90,1,1,3.6,2
-65,0,226.74,60,1,1,4.07,4
-53,0,2257.6,90,1,1,3.57,1
-90,3.5,203.73,60,1,2,0.51,4
-81,13.89999962,256.77,60,1,1,3.49,4
-53,4.950090885,2906.42,90,1,1,3.57,2
-81,0,249.72,60,1,2,1.02,4
-85,2.00999999,716.62,60,1,1,3.52,3
-77,4.41599369,492.99,90,1,1,3.94,2
-85,0.9992496967,619.89,90,1,1,3.72,2
-85,4,701.7,60,1,1,4.05,3
-83,0.9400532246,624.38,90,1,1,3.63,3
-75,9.590000153,130.52,60,1,1,3.7,3
-85,0.4099999964,628.36,90,1,1,3.41,2
-83,0,517.87,60,1,1,4.14,3
-87,0.9204890132,596.18,90,1,1,3.47,2
-87,1.001698613,611.2,90,1,1,3.59,1
-85,1.102225065,636.15,90,1,1,3.92,2
-73,14.89000034,3517.15,60,1,1,3.73,1
-83,0.8700574636,624.96,90,1,1,4.63,2
-83,0.3352610767,607.69,90,1,1,3.85,3
-73,3.609999895,298.71,60,1,1,4.39,3
-83,0.3352610767,607.69,90,1,1,3.42,2
-85,0.3352610767,607.69,90,1,1,3.57,3
-87,6.019999981,1277.12,60,1,1,3.64,1
-81,0,597.73,90,1,1,3.71,2
-95,3.690000057,883.44,60,1,1,3.48,1
-81,0,597.13,90,1,1,4.08,4
-81,0,597.96,90,1,1,3.43,2
-85,0,598.12,90,1,1,3.88,1
-87,0,597.91,90,1,1,3.75,4
-75,0,617.41,60,1,1,3.31,3
-85,0,597.69,90,1,1,3.45,1
-73,11.14000034,550.21,60,1,1,4.36,1
-85,0,597.53,90,1,1,3.55,2
-71,0.6000000238,95.14,60,1,1,3.78,3
-85,0,597.03,90,1,1,3.69,2
-69,0.25,98.19,60,1,1,3.52,1
-85,0,596.86,90,1,1,3.5,3
-67,9.590000153,151.58,60,1,1,4.12,3
-87,0,597.36,90,1,1,3.49,2
-61,7.96999979,92.59,60,1,1,3.55,3
-89,0,598.54,90,1,1,3.76,3
-81,8.411165237,418.22,90,1,1,3.65,1
-55,8.482852936,2324.12,90,1,1,3.79,3
-51,6.071392059,2181.5,90,1,1,4.42,1
-51,0,9.46,60,1,1,3.62,4
-51,6.071392059,2181.5,90,1,1,3.49,2
-51,6.071392059,6355.77,90,1,1,3.13,3
-53,38.90013123,552.16,90,1,1,3.67,2
-51,44.41007233,1412.84,90,1,1,3.67,2
-57,44.65005493,2639.14,90,1,1,4.2,4
-51,62.21007919,544.51,90,1,1,3.5,3
-71,4.789999962,94.91,60,1,1,3.46,3
-67,11.18999958,150.7,60,1,1,3.83,3
-51,63.21038055,13930.11,90,1,1,4.59,1
-81,0,359.91,60,1,1,3.82,1
-55,74.09339905,1708.4,90,1,1,3.08,1
-79,0.2300000042,141.38,60,1,1,3.71,3
-55,77.33058167,2898.28,90,1,1,3.5,3
-73,8.31000042,234.54,60,1,1,3.79,1
-81,7.289999962,427.29,60,1,1,3.76,3
-65,71.1102066,3523.76,90,1,1,3.9,2
-80,4.710000038,58.24,60,1,2,0.59,4
-63,55.01140213,1197.65,90,1,1,2.9,3
-83,0.200000003,508.56,60,1,2,0.44,4
-53,55.69001389,987.07,90,1,1,3.89,1
-51,3.349999905,243.21,60,1,1,3.36,3
-92,8.659999847,208.15,60,1,2,0.52,4
-57,65.70999908,1755.55,90,1,1,3.03,4
-91,5.360000134,85.72,60,1,2,0.78,4
-51,72.96027374,58958.65,90,1,1,19.93,3
-101,5.599999905,497.38,60,1,2,0.8,4
-53,73.3403244,392.5,90,1,1,3.67,1
-63,0,238.43,60,1,1,3.51,3
-73,0,220.71,60,1,1,3.85,1
-67,29.22000694,308.12,90,1,1,3.19,1
-75,12.30000019,206.18,60,1,1,3.72,3
-81,1.25,598.44,60,1,1,0,4
-75,13.48525524,469.02,90,1,1,3.9,2
-73,0,186.3,60,1,1,3.82,3
-69,8.52000618,680.94,90,1,1,2.65,3
-79,2.539999962,705.69,60,1,1,4.01,1
-100,10.32999992,567.23,60,1,2,0.72,4
-57,3.988984823,188.83,90,1,1,3.94,3
-61,0,59.93,60,1,1,3.73,3
-92,7.940000057,737.44,60,1,2,0.6,4
-67,4.53000021,176.23,60,1,1,3.72,4
-57,3.387107849,199.25,90,1,1,3.21,1
-96,5.5,378.6,60,1,2,0.74,4
-79,0,665.76,60,1,1,4.02,3
-55,3.387107849,199.25,90,1,1,3.48,1
-81,0,447.59,60,1,1,3.84,3
-55,3.387107849,199.25,90,1,1,3.47,3
-77,0,485.55,60,1,1,3.21,3
-55,3.387107849,199.25,90,1,1,3.33,2
-55,3.387107849,199.25,90,1,1,3.59,1
-71,7.349999905,490.28,60,1,1,3.48,4
-61,0,92.67,60,1,1,4.01,4
-55,0.6603029966,212.69,90,1,1,3.32,2
-71,8.279999733,206.9,60,1,1,3.84,1
-55,0.5980802774,217.22,90,1,1,3.52,3
-75,8.81000042,767.54,60,1,1,4.22,4
-57,1.429999948,138.78,60,1,1,3.57,3
-61,7.130007267,190.28,90,1,1,3.68,2
-71,8.399999619,586.11,60,1,1,5.08,3
-51,0,43.39,60,1,1,3.45,1
-69,8.750022888,250.51,90,1,1,3.81,3
-51,0,42.31,60,1,1,3.54,3
-51,0,40.94,60,1,1,3.45,1
-65,5.600321293,352.47,90,1,1,4.48,2
-57,10.07111645,676.75,90,1,1,3.84,3
-57,0,823.13,90,1,1,3.45,1
-51,0,8.5,60,1,1,3.7,3
-55,21.49002075,452.92,90,1,1,3.59,3
-51,35.96363068,1111.57,90,1,1,3.95,3
-93,16.75,2522.13,60,1,1,0,4
-89,51.02008057,4872.1,90,1,1,3.8,1
-73,53.90007782,3217.57,90,1,1,2.99,1
-51,52.89011383,1159.56,90,1,1,3.87,2
-51,52.10001373,852.58,90,1,1,3.79,1
-59,2.339999914,124.93,60,1,1,3.57,3
-57,50.75019073,1136.51,90,1,0,6.58,4
-85,5,691.72,60,1,1,0,4
-57,51.49014282,4862.54,90,1,1,5.96,2
-83,9.289999962,229.92,60,1,1,3.65,4
-51,53.21006012,1877.86,90,1,1,23.05,3
-51,51.14706039,1403.79,90,1,1,4.43,4
-71,0.3100000024,262.99,60,1,1,4.06,2
-95,9.75,1326.8,60,1,1,0,4
-57,54.16011429,2292.15,90,1,1,5.3,4
-51,60.6504364,487.25,90,1,1,3.87,4
-51,68.37019348,1223.7,90,1,1,3.63,4
-51,76.69005585,862.47,90,1,1,4.46,4
-51,80.48000336,385.96,90,1,1,6.01,3
-73,5.079999924,261.18,60,1,1,4.15,3
-95,0,1370.12,60,1,1,0,4
-51,78.65000153,833.44,90,1,1,5.26,3
-51,62.6004982,1951.67,90,1,1,4.18,4
-73,0,615.07,60,1,1,3.58,1
-73,0,613.96,60,1,1,3.48,4
-51,70.01012421,69.63,90,1,1,6.26,4
-79,0,235,60,1,1,3.72,1
-51,67.46001434,219.83,13.11,FAILURE - SETUP FAIL,1,0,4
-97,0,1370.44,60,1,1,0,4
-63,1.330000043,78.36,60,1,1,3.56,3
-53,52.81006241,942.53,90,1,1,4.55,3
-51,31.36000061,735.1,90,1,1,5.02,3
-55,32.55007553,17754.91,90,1,1,3.75,4
-51,32.55007553,17754.91,90,1,1,9.96,3
-91,10.25,685.48,60,1,1,0,4
-67,0,57.05,60,1,1,3.77,1
-63,0,166.62,60,1,1,4.34,3
-51,3.700000048,21.9,60,1,1,3.23,3
-67,10.14000034,1640.85,60,1,1,3.72,3
-75,1.49000001,583.39,60,1,1,3.6,2
-73,4.510000229,132.86,60,1,1,3.87,3
-65,0,188.5,60,1,1,0,4
-71,1.120000005,544.84,60,1,1,3.57,3
-63,32.55007553,44944.82,90,1,1,3.8,3
-83,0.7900000215,260.95,60,1,1,3.59,1
-53,32.55007553,62286.13,90,1,1,8.96,2
-63,0,594.59,60,1,1,3.88,3
-71,13.81000042,332.53,60,1,1,4.63,1
-57,32.55007553,61945.31,90,1,1,4.14,1
-71,0,55.17,60,1,1,3.89,3
-51,32.55007553,77739.24,90,1,1,4.43,2
-81,0.8899999857,595.33,60,1,1,4.36,3
-51,18.35061264,409.93,90,1,1,2.97,2
-51,19.57082748,122.78,90,1,1,4.15,3
-53,18.72000122,39685.53,90,1,1,3.39,1
-57,9.940125465,672.3,90,1,1,4.38,2
-57,15.18000031,1240.05,90,1,1,4.23,3
-69,29.55493355,10840.35,90,1,1,4.49,2
-61,29.55493355,10840.35,90,1,1,3.73,2
-57,55.17076111,917.35,90,1,1,4.01,2
-77,0,354.92,60,1,1,3.64,3
-51,64.31034088,419.81,90,1,1,4.1,1
-57,42.63002014,94.89,90,1,1,4.18,1
-51,31.73002434,2128.66,90,1,1,4.22,1
-73,4.769999981,134.84,60,1,1,3.83,3
-57,40.91009903,2143.6,90,1,1,4.21,1
-65,55.81017685,1299.33,90,1,1,6.12,2
-75,0.6299999952,187.26,60,1,1,3.84,4
-53,66.48043823,2796.14,90,1,1,3.79,2
-53,68.83021545,1813.88,90,1,1,5.11,2
-53,67.44006348,2909.53,90,1,1,3.06,3
-51,69.21035004,4695.03,90,1,1,4.87,2
-57,68.93000793,1347.85,90,1,1,4.67,1
-75,0.8999999762,257.46,60,1,1,3.32,3
-55,69.62038422,180.27,35.31,0,1,4.16,1
-51,68.31057739,7238.97,90,1,1,3.95,2
-51,68.72089386,1888.81,90,1,1,5.8,2
-51,69.14012146,89.58,90,1,1,3.49,2
-69,68.80002594,7488.16,90,1,1,3.73,2
-83,3.75,299.68,60,1,1,3.82,3
-59,69.57069397,1490.84,90,1,1,4.59,2
-59,69.40166473,9164.66,90,1,1,3.29,3
-51,69.38037872,691.82,90,1,1,9.53,2
-71,67.91009521,1846.36,90,1,1,3.48,2
-75,8.279999733,335.03,60,1,1,3.59,3
-53,67.91009521,3183.87,90,1,1,3.43,2
-73,8.609999657,162.85,60,1,1,3.57,3
-51,68.68038177,111.33,90,1,1,3.24,1
-71,0,26.87,60,1,1,3.66,3
-51,29.15011024,687.52,90,1,1,4.18,1
-73,4.610000134,195.24,60,1,1,3.6,3
-77,10.06999969,145.01,60,1,1,3.81,3
-55,29.16724396,531.88,90,1,1,2.73,1
-75,10.06000042,661.56,60,1,1,3.34,3
-51,15.96020031,476.31,90,1,1,3.36,2
-51,1.952485561,302.36,90,1,1,3.48,1
-77,11.35000038,531.94,60,1,1,3.64,3
-55,6.810007095,696.69,90,1,1,3.13,1
-55,17.95001221,970.09,90,1,1,4.19,3
-55,7.960226059,94.71,90,1,1,3.89,3
-63,7.50093317,601.76,90,1,1,3.76,2
-57,1.581518292,427.27,90,1,1,3.9,1
-55,0.4600000083,401.53,90,1,1,3.41,2
-55,0.3601388633,423.08,90,1,1,3.74,2
-53,0,388.93,90,1,1,3.95,1
-73,0,242.58,60,1,1,3.52,3
-53,0,388.77,90,1,1,3.53,3
-55,0,388.77,90,1,1,3.52,2
-55,0,388.77,90,1,1,3.98,2
-63,0,138.62,60,1,1,3.69,3
-57,0,388.77,90,1,1,3.48,1
-55,0,151.45,90,1,1,3.98,1
-55,0,151.45,90,1,1,4.12,2
-75,1.139999986,96.24,60,1,1,3.43,4
-53,0,151.45,90,1,1,3.37,1
-55,0,151.45,90,1,1,3.65,2
-59,0,388.77,90,1,1,4.23,3
-59,0,387.71,90,1,1,3.42,2
-59,0.4210700691,378.63,90,1,1,3.4,1
-83,10.63000011,232.52,60,1,1,4.09,3
-55,1.822223902,111.2,90,1,1,3.66,1
-55,0.6063827276,157.61,90,1,1,3.69,3
-57,0,154,90,1,1,3.64,1
-53,0,154.49,90,1,1,3.8,3
-95,0.8799999952,783.9,60,1,1,3.21,3
-55,0,155.06,90,1,1,3.38,1
-53,0,149.63,90,1,1,3.5,2
-53,0,148.42,90,1,1,3.48,1
-59,0,147.58,90,1,1,3.65,4
-57,0,383.44,90,1,1,3.85,3
-59,0,384.37,90,1,1,3.81,1
-71,0.6800000072,65.58,60,1,1,3.59,3
-59,0,384.69,90,1,1,3.66,2
-89,0,278.75,60,1,1,4.49,1
-55,0,384.3,90,1,1,3.54,1
-87,0,276.98,60,1,1,3.8,3
-55,0,148.26,90,1,1,3.65,2
-83,0,275.97,60,1,1,3.41,1
-57,0,148.26,90,1,1,3.63,2
-81,0,275.19,60,1,1,3.72,3
-57,0,384.22,90,1,1,3.62,1
-77,8.079999924,229.48,60,1,1,3.54,1
-59,0,384.22,90,1,1,3.58,2
-55,0,384.22,90,1,1,3.38,3
-55,0,148.28,90,1,1,3.71,2
-89,0,473.73,60,1,1,4.17,3
-55,0,148.27,90,1,1,3.81,3
-55,0,148.19,90,1,1,3.46,2
-55,0,148.18,89.85,1,1,3.28,2
-55,0,148.22,90,1,1,3.5,2
-53,0,148.18,90,1,1,3.6,1
-53,13.97000408,223.96,90,1,1,3.75,3
-53,12.6000042,1175.81,90,1,1,4.22,2
-55,22.6563282,1440.94,90,1,1,3.96,2
-51,42.07001114,663.48,90,1,1,4.56,1
-51,52.83151627,2370.19,90,1,1,3.81,3
-55,52.03021622,1014.11,90,1,1,3.4,1
-59,45.47011185,439.04,90,1,1,2.79,2
-57,59.53010178,3883.01,90,1,1,3.65,1
-51,76.70054626,2951.58,90,1,1,3.61,1
-51,81.01012421,1520.49,90,1,1,3.98,3
-51,81.7585144,453.63,90,1,1,4.16,4
-57,82.74156952,1625.65,90,1,1,4.54,1
-57,82.03001404,3372.35,90,1,1,14.5,2
-51,82.03001404,17121.59,90,1,1,6.53,1
-55,82.03001404,24142.87,90,1,1,3.79,3
-55,82.03001404,29446.12,90,1,1,3.46,2
-51,78.73040009,7044.6,90,1,1,3.7,2
-51,82.23002625,33758.96,90,1,1,14.7,1
-53,43.74227142,1024.16,90,1,1,3.85,3
